2.30258509299405 	 0 	 6
2.70805020110221 	 0 	 7
2.99573227355399 	 0.693147180559945 	 7
3.2188758248682 	 1.38629436111989 	 8
3.40119738166216 	 1.79175946922806 	 8
3.55534806148941 	 2.19722457733622 	 8
3.68887945411394 	 2.63905732961526 	 8
3.80666248977032 	 2.99573227355399 	 8
3.91202300542815 	 3.40119738166216 	 9
4.00733318523247 	 3.71357206670431 	 9
4.0943445622221 	 4.02535169073515 	 9
4.17438726989564 	 4.33073334028633 	 9
4.24849524204936 	 4.60517018598809 	 9
4.31748811353631 	 4.85981240436167 	 9
4.38202663467388 	 5.10594547390058 	 9
4.44265125649032 	 5.33271879326537 	 9
4.49980967033027 	 5.54907608489522 	 9
4.55387689160054 	 5.75257263882563 	 9
4.60517018598809 	 5.97126183979046 	 9
4.65396035015752 	 6.15909538849193 	 9
4.70048036579242 	 6.3491389913798 	 10
4.74493212836325 	 6.52941883826223 	 9
4.78749174278205 	 6.69332366826995 	 9
4.8283137373023 	 6.84800527457636 	 10
4.86753445045558 	 6.99759598298193 	 10
4.90527477843843 	 7.14598446771439 	 10
4.9416424226093 	 7.29573507274928 	 10
4.97673374242057 	 7.43720636687129 	 10
5.01063529409626 	 7.57712193087668 	 10
5.04342511691925 	 7.70751219460034 	 10
5.07517381523383 	 7.83042561782033 	 10
5.10594547390058 	 7.95402108727804 	 10
5.13579843705026 	 8.07246736935477 	 10
5.16478597392351 	 8.18757739559151 	 10
5.19295685089021 	 8.29579811063615 	 10
5.22035582507832 	 8.40536737623398 	 10
5.24702407216049 	 8.51519118874556 	 10
5.27299955856375 	 8.61776224633793 	 10
